# x0 y0 zi zf ux uy uz E deltaE deltaX
-0.0 -0.0 -0.0 0.00285330176017 -0.997711464175 0.0646344586809 0.0198549994975 0.047 0.047 0.143706967131
-0.154981336434 -0.0965371278407 0.00285330176017 0.194873810568 -0.512694283287 -0.622807857413 0.590977956127 0.097 0.05 0.324919917599
-0.392300632601 -0.326727986234 0.194873810568 0.00595819211058 -0.693772738879 -0.581088285628 -0.425459505822 0.147 0.05 0.444027259638
-0.481420771459 -0.473988423649 0.00595819211058 -0.504913277275 0.24568770308 -0.0690840033758 -0.966884146645 0.197 0.05 0.528368854902
-0.192551582198 -0.683490580853 -0.504913277275 -0.537913312589 0.759266694899 -0.648371090839 -0.0559375954113 0.247 0.05 0.589943759147
0.061690752236 -1.18222031784 -0.537913312589 -0.686589150556 0.0952851815307 -0.967573793267 -0.233926673902 0.297 0.05 0.635565989493
0.0795994428282 -1.42882297448 -0.686589150556 -1.34479574541 -0.0369387114136 0.181765176959 -0.982647928835 0.347 0.05 0.66982952443
0.0723142152652 -1.45844060131 -1.34479574541 -2.01677560113 0.0146151973148 -0.26003852069 -0.965487630042 0.397 0.05 0.696000481839
0.14150561945 -1.90092336456 -2.01677560113 -2.00001685329 0.179126505669 -0.983547393391 0.0234140966278 0.447 0.05 0.715754619993
-0.120918304256 -2.36037580351 -2.00001685329 -1.75335596408 -0.894080463537 -0.294248375619 0.337695155675 0.497 0.05 0.730424719072
-0.814486998319 -2.51423117882 -1.75335596408 -1.80076926403 -0.990075907894 -0.125141398092 -0.063947846651 0.547 0.05 0.741437005856
-1.45876629099 -2.43089662896 -1.80076926403 -1.36785684502 -0.73951856819 0.346037444545 0.577382346695 0.597 0.05 0.749784647025
-1.78181054527 -2.5654782845 -1.36785684502 -0.835747950645 -0.121235987557 -0.69957646916 0.704197840894 0.647 0.05 0.755624149167
-2.10006868637 -2.98470034438 -0.835747950645 -0.406379939333 -0.717185939025 -0.407782545727 0.565117442897 0.697 0.05 0.759785451163
-2.5005145477 -3.49438447741 -0.406379939333 -0.517278185472 -0.335755037151 -0.930650785841 -0.145456762787 0.747 0.05 0.762413819841
-2.76469029541 -4.17400162056 -0.517278185472 -0.222354922203 -0.356633292312 -0.850698012011 0.386167822554 0.797 0.05 0.763717860588
-2.96077221688 -4.8716833 -0.222354922203 -0.106432106613 -0.156786126746 -0.9759099881 0.151716200804 0.847 0.05 0.764076710171
-3.1345421037 -5.47308062375 -0.106432106613 0.461485345285 -0.298178949328 -0.598502839275 0.74356147396 0.897 0.05 0.763780093223
-3.30247186834 -6.0792674145 0.461485345285 0.468615027779 -0.141702459284 -0.989865189485 0.00934449997138 0.947 0.05 0.762981702104
-3.02954201514 -6.63266275765 0.468615027779 0.298359473176 0.858525287093 -0.461496082936 -0.223507710957 0.997 0.05 0.761743538393
-2.53457701158 -7.08789932978 0.298359473176 -0.0920199655322 0.442019548474 -0.735394439769 -0.513628013959 1.047 0.05 0.760043120895
-2.04200282638 -7.54685082195 -0.0920199655322 0.0632117858157 0.856571213034 -0.473640295295 0.204818523756 1.097 0.05 0.757898985412
-1.56658843163 -8.07238526482 0.0632117858157 0.0882279119986 0.399311573811 -0.916216966861 0.0331170146015 1.147 0.05 0.755385909142
-1.53664606989 -8.67471868981 0.0882279119986 0.583417046768 -0.321226105242 -0.681079446452 0.657985240664 1.197 0.05 0.752583955029
-1.64282673987 -9.04273155264 0.583417046768 1.29830267403 0.0392067499386 -0.298111898563 0.953725393756 1.247 0.05 0.749571765566
-1.76688253684 -9.13226113718 1.29830267403 1.98980215195 -0.371772427212 0.0594797224241 0.926416442527 1.297 0.05 0.74642401211
-1.96030880863 -8.89187630367 1.98980215195 2.58136525115 -0.147140321888 0.587164419226 0.79598220487 1.347 0.05 0.743186337061
-2.2028596732 -8.57055661179 2.58136525115 3.18442254042 -0.507856433884 0.278786934546 0.815082626296 1.397 0.05 0.739872584471
-2.63084903845 -8.21392119597 3.18442254042 3.41840602109 -0.652049237917 0.688403072667 0.317699544971 1.447 0.05 0.736492967546
-3.02505573352 -7.66525625963 3.41840602109 3.11195638463 -0.420408689564 0.805292777492 -0.418043151191 1.497 0.05 0.733057426225
-3.31522648531 -7.15719324495 3.11195638463 2.58573859949 -0.373035674407 0.583627078246 -0.72126542906 1.547 0.05 0.729575776037
-3.51229101546 -6.66072907454 2.58573859949 2.1491023099 -0.167990703415 0.781104107269 -0.601377998577 1.597 0.05 0.726059634076
-3.6100707529 -6.07535118627 2.1491023099 1.75890057385 -0.101849001894 0.835444606958 -0.540054709746 1.647 0.05 0.722522605592
-3.64895538309 -5.43552821269 1.75890057385 1.51413295461 -0.00581527361253 0.940248900069 -0.340438230099 1.697 0.05 0.718978062994
-3.66425109122 -4.74053812627 1.51413295461 1.55173318633 -0.0369149102549 0.997935474484 0.0525554770411 1.747 0.05 0.715438881771
-3.73924561872 -4.06316450012 1.55173318633 1.26721930324 -0.173585819976 0.900084461455 -0.399644748933 1.797 0.05 0.711916980906
-3.82281022726 -3.3962747162 1.26721930324 1.12679792644 -0.0614757663791 0.978228106138 -0.19821832032 1.847 0.05 0.708417751566
-3.69592103257 -2.74608649257 1.12679792644 0.927745206198 0.421779327432 0.861609089557 -0.282368510537 1.897 0.05 0.704939512773
-3.58617717546 -2.0994327833 0.927745206198 0.803159767092 -0.110967111533 0.977825761565 -0.177603716677 1.947 0.05 0.701479909529
-3.66774683497 -1.41172716771 0.803159767092 0.735422469435 -0.122197189305 0.987750543262 -0.0970397403692 1.997 0.05 0.69803667445
-3.74680645061 -0.729120649739 0.735422469435 0.878845487587 -0.104837743203 0.972817977155 0.20648058244 2.047 0.05 0.694607775982
-3.88783746306 -0.0921411646718 0.878845487587 1.154680106 -0.302724197743 0.865506229781 0.399070202235 2.097 0.05 0.691193220803
-4.14862076938 0.395054334193 1.154680106 1.63843559767 -0.454096924455 0.546905447728 0.703342316689 2.147 0.05 0.687795231706
-4.42810469619 0.773355428993 1.63843559767 2.15113054071 -0.360368677997 0.555865336265 0.749098220434 2.197 0.05 0.684416180752
