# x0 y0 zi zf ux uy uz E deltaE deltaX
0.0 0.0 -10.0 -9.33211850211 0.0 0.0 1.0 2.447 0.05 0.667881497887
0.152486425968 0.0438451886629 -9.33211850211 -8.74074538924 0.454414573202 0.130660106739 0.881155679871 2.397 0.05 0.671133519744
0.582375090166 0.202492900842 -8.74074538924 -8.43364758938 0.822645561317 0.340450700764 0.455354368371 2.347 0.05 0.674414963805
1.10673451446 0.534068907997 -8.43364758938 -8.26813228713 0.72878404686 0.639710304346 0.244222315844 2.297 0.05 0.677723907729
1.59993496411 0.932870298103 -8.26813228713 -7.97020468763 0.723119437546 0.53454423656 0.437447983426 2.247 0.05 0.681058344731
2.10605737435 1.25671532658 -7.97020468763 -7.626943212 0.759418476514 0.414417794319 0.501539100451 2.197 0.05 0.684416180752
2.59505244974 1.63805053125 -7.626943212 -7.44361236939 0.666232966409 0.696480788508 0.266548580393 2.147 0.05 0.687795231706
3.10428071185 2.04292592524 -7.44361236939 -7.21010813039 0.8105181733 0.478469135288 0.337827733212 2.097 0.05 0.691193220803
3.64824085253 2.26090765321 -7.21010813039 -6.77085878907 0.759703004886 0.151522682157 0.632370319638 2.047 0.05 0.694607775982
4.22910168969 2.44378549762 -6.77085878907 -6.63894088766 0.908299066375 0.373199382044 0.188984198452 1.997 0.05 0.69803667445
4.85160583877 2.721420579 -6.63894088766 -6.46036496409 0.870990359326 0.420202065956 0.254570260886 1.947 0.05 0.701479909529
5.47635790064 3.00423075061 -6.46036496409 -6.58632521468 0.905782515679 0.384227343061 -0.17868235261 1.897 0.05 0.704939512773
6.14294131528 3.08215252266 -6.58632521468 -6.50824827052 0.980558353386 -0.162352639599 0.110213139054 1.847 0.05 0.708417751566
6.8147489211 3.16616493831 -6.50824827052 -6.43373191667 0.911581385289 0.397572091674 0.104670004856 1.797 0.05 0.711916980906
7.38866525488 3.5607943411 -6.43373191667 -6.51576802304 0.697281644312 0.70756635581 -0.1146654291 1.747 0.05 0.715438881771
7.82914717999 4.11436880858 -6.51576802304 -6.41670778083 0.531450777164 0.835809162358 0.137779227647 1.697 0.05 0.718978062994
8.06417463846 4.75518437019 -6.41670778083 -6.64242215228 0.121731093148 0.942119548063 -0.312397660231 1.647 0.05 0.722522605592
8.18575629253 5.39646420845 -6.64242215228 -7.01770956456 0.213770101293 0.828936051008 -0.516882353281 1.597 0.05 0.726059634076
8.11550478294 6.0116096844 -7.01770956456 -7.2411049371 -0.405321654587 0.861368985478 -0.306198999312 1.547 0.05 0.729575776037
7.76354918364 6.59651681824 -7.2411049371 -7.51977078433 -0.55684360231 0.738523753074 -0.380141906019 1.497 0.05 0.733057426225
7.37214742116 7.12319215092 -7.51977078433 -7.89390874313 -0.508633759658 0.695146276072 -0.507999363582 1.447 0.05 0.736492967546
7.12551799162 7.67505942125 -7.89390874313 -8.32186654786 -0.160370413116 0.799819062527 -0.578420952089 1.397 0.05 0.739872584471
7.18355142156 8.26135890846 -8.32186654786 -8.72169546716 0.31582998798 0.781546630462 -0.537992828118 1.347 0.05 0.743186337061
7.41273105191 8.9047633598 -8.72169546716 -8.62823392706 0.29961352419 0.945808432845 0.125212397479 1.297 0.05 0.74642401211
7.71508386969 9.5792187511 -8.62823392706 -8.68549035733 0.508379483117 0.857738627578 -0.0763855215714 1.247 0.05 0.749571765566
7.9676959785 10.2005606153 -8.68549035733 -9.12283578434 0.16497469825 0.796917163649 -0.581125101179 1.197 0.05 0.752583955029
8.12385772916 10.7099267129 -9.12283578434 -9.72254639951 0.249099418133 0.554663675133 -0.793912896591 1.147 0.05 0.755385909142
8.44486508186 11.1750377297 -9.72254639951 -10.0497607336 0.598824544828 0.674544918031 -0.431738715046 1.097 0.05 0.757898985412
8.85934897244 11.751662159 -10.0497607336 -10.2071511344 0.493549978784 0.844704638449 -0.207080883292 1.047 0.05 0.760043120895
8.92143991494 12.3997175282 -10.2071511344 -9.90808855996 -0.329425021082 0.858686363411 0.392602706024 0.997 0.05 0.761743538393
8.83231039727 12.9785344213 -9.90808855996 -9.33948373902 0.0952556865544 0.659956845365 0.745240442028 0.947 0.05 0.762981702104
9.09722864511 13.4782074811 -9.33948373902 -8.98096206917 0.598546825015 0.64915428776 0.469404312877 0.897 0.05 0.763780093223
9.59855147887 13.611216185 -8.98096206917 -8.49779394542 0.71391721598 -0.300746916449 0.632355517865 0.847 0.05 0.764076710171
10.1738881092 13.5368113367 -8.49779394542 -8.03903826323 0.792420570733 0.106039182854 0.600687381904 0.797 0.05 0.763717860588
10.7009840768 13.4256409525 -8.03903826323 -7.50269663133 0.588927142362 -0.39784796432 0.703478370866 0.747 0.05 0.762413819841
10.9253647198 13.2005922929 -7.50269663133 -6.75722249002 -0.000322335933291 -0.193176287885 0.981164011722 0.697 0.05 0.759785451163
11.2658198349 13.1391541842 -6.75722249002 -6.43099480708 0.901447018488 0.0316246054223 0.43173273815 0.647 0.05 0.755624149167
11.7801370258 13.1624345901 -6.43099480708 -7.0950140173 0.463438731071 0.0302280079786 -0.885613239556 0.597 0.05 0.749784647025
12.1688898438 12.9915120508 -7.0950140173 -7.57661437748 0.579990460553 -0.491625818569 -0.649549936636 0.547 0.05 0.741437005856
12.641064724 12.6097805709 -7.57661437748 -7.24521139334 0.704142886506 -0.5461937069 0.453712717394 0.497 0.05 0.730424719072
13.1072243054 12.1932031267 -7.24521139334 -6.85913724535 0.58399314655 -0.606634580224 0.539394559538 0.447 0.05 0.715754619993
13.3022887366 11.7218310261 -6.85913724535 -6.38476984599 -0.0400386652815 -0.730664289643 0.68156188356 0.397 0.05 0.696000481839
13.5648132037 11.2803565758 -6.38476984599 -6.33208556255 0.825457589268 -0.558957450263 0.078653271485 0.347 0.05 0.66982952443
13.9089921053 10.7963100639 -6.33208556255 -6.51411733771 0.213104447036 -0.934107284695 -0.28640893026 0.297 0.05 0.635565989493
13.9733118829 10.2045149674 -6.51411733771 -6.51294346121 -0.0115305626197 -0.999931541046 0.00198981086264 0.247 0.05 0.589943759147
14.0096870713 9.73425360854 -6.51294346121 -6.12575993923 0.150562924966 -0.663588215499 0.732790205909 0.197 0.05 0.528368854902
14.135394382 9.44055762505 -6.12575993923 -5.79175030804 0.387052500506 -0.53323893136 0.752227760678 0.147 0.05 0.444027259638
14.2571906345 9.18368812945 -5.79175030804 -5.94575452092 0.220764071485 -0.852414255876 -0.473975907743 0.097 0.05 0.324919917599
14.3080106535 8.99532347974 -5.94575452092 -5.84673695468 0.208127654577 -0.694210807026 0.689024117726 0.047 0.047 0.143706967131
