# x0 y0 zi zf ux uy uz E deltaE deltaX
0.0 0.0 -10.0 -9.33211850211 0.0 0.0 1.0 2.447 0.05 0.667881497887
-0.000360257466502 0.102333617111 -9.33211850211 -8.69295419975 -0.00107357911922 0.304957550474 0.952365339477 2.397 0.05 0.671133519744
0.162097680211 0.366450230193 -8.69295419975 -8.19888787466 0.482842771536 0.479772853966 0.732585057568 2.347 0.05 0.674414963805
0.270680135963 0.821289152526 -8.19888787466 -7.87637193786 -0.160052607779 0.864823929094 0.475881008667 2.297 0.05 0.677723907729
0.178050071549 1.43678965352 -7.87637193786 -7.67128181788 -0.112749004011 0.94689266236 0.301134435201 2.247 0.05 0.681058344731
0.147992177672 2.10024848694 -7.67128181788 -7.61665009321 0.0243607073546 0.996511387027 0.0798223744548 2.197 0.05 0.684416180752
0.34775550492 2.68414298963 -7.61665009321 -7.31578134598 0.556639206786 0.70625742283 0.437439419995 2.147 0.05 0.687795231706
0.680916546735 3.2255156871 -7.31578134598 -7.11328982304 0.410114397667 0.863701913147 0.292959359046 2.097 0.05 0.691193220803
0.973114211924 3.82657273183 -7.11328982304 -6.95284808154 0.433233040806 0.871181122958 0.230981781435 2.047 0.05 0.694607775982
1.38343349718 4.34833299977 -6.95284808154 -7.11086119472 0.744533275362 0.628034843508 -0.226367924446 1.997 0.05 0.69803667445
1.91246978523 4.7923849773 -7.11086119472 -7.11070220249 0.767464666117 0.641091206374 0.000226652577591 1.947 0.05 0.701479909529
2.40243420475 5.26760250932 -7.11070220249 -7.33705284861 0.626391039918 0.710305570222 -0.321092295177 1.897 0.05 0.704939512773
2.785701759 5.8313211601 -7.33705284861 -7.39604832442 0.458722714526 0.884668456694 -0.0832778056147 1.847 0.05 0.708417751566
3.12264031668 6.43530081888 -7.39604832442 -7.61340194032 0.490099001294 0.816449802674 -0.30530753126 1.797 0.05 0.711916980906
3.30177653918 7.06404390426 -7.61340194032 -7.84677355002 0.0130865736878 0.945212385585 -0.326193635323 1.747 0.05 0.715438881771
3.34518727977 7.75875657509 -7.84677355002 -7.89471795167 0.107734632695 0.99194076454 -0.066684095274 1.697 0.05 0.718978062994
3.38737448446 8.46999972043 -7.89471795167 -7.75731033304 0.00957142627158 0.981703043892 0.190177604919 1.647 0.05 0.722522605592
3.50571686116 9.08689020187 -7.75731033304 -7.3108898972 0.316460481727 0.722362595381 0.614853677146 1.597 0.05 0.726059634076
3.76843763194 9.40635427433 -7.3108898972 -6.65380549891 0.405266141914 0.156871742468 0.900639001284 1.547 0.05 0.729575776037
3.79654957397 9.5460643399 -6.65380549891 -5.98088469002 -0.326643544355 0.22504418072 0.917964657084 1.497 0.05 0.733057426225
3.846579826 9.75743841596 -5.98088469002 -5.38029653929 0.460980613431 0.350007203827 0.815470312954 1.447 0.05 0.736492967546
4.31560523411 9.87608045812 -5.38029653929 -4.94585538413 0.808979611932 -0.0276990394217 0.587183745256 1.397 0.05 0.739872584471
4.82748773162 10.0030175154 -4.94585538413 -4.40158204626 0.572162239196 0.369177769802 0.732351108637 1.347 0.05 0.743186337061
5.14654778754 10.227639721 -4.40158204626 -3.70786604521 0.285222540569 0.234285786527 0.929385965346 1.297 0.05 0.74642401211
5.1468725273 10.4265222188 -3.70786604521 -3.02439726271 -0.283158308907 0.297354394926 0.911812335909 1.247 0.05 0.749571765566
4.86533086808 10.6348561315 -3.02439726271 -2.38741502089 -0.466175026148 0.257485381184 0.846393598435 1.197 0.05 0.752583955029
4.66258598395 10.8538341672 -2.38741502089 -1.67467484578 -0.0723523204166 0.323247629948 0.94354444064 1.147 0.05 0.755385909142
4.66197058292 11.0625476179 -1.67467484578 -0.938780008509 0.0704884454325 0.228592728168 0.970966911738 1.097 0.05 0.757898985412
4.5240934457 11.1994322722 -0.938780008509 -0.261134307623 -0.433103578828 0.132254485343 0.891588493148 1.047 0.05 0.760043120895
4.25175892218 11.4280867811 -0.261134307623 0.376452964426 -0.282892654101 0.468385864803 0.837010410873 0.997 0.05 0.761743538393
4.01035689258 11.6811423067 0.376452964426 1.07530083765 -0.350352317943 0.195707373946 0.91594316259 0.947 0.05 0.762981702104
4.01639726024 11.7296340437 1.07530083765 1.78421569184 0.36580312276 -0.0685245292938 0.928166183538 0.897 0.05 0.763780093223
4.15818961077 11.7891391108 1.78421569184 2.52882000246 0.00548578146506 0.22425471588 0.974515124874 0.847 0.05 0.764076710171
3.92625601124 12.0437123726 2.52882000246 3.02889799307 -0.612868679725 0.44230826013 0.654794154244 0.797 0.05 0.763717860588
3.74556483159 12.5626366805 3.02889799307 3.31143138896 0.139919286388 0.918202004412 0.370577485003 0.747 0.05 0.762413819841
3.85006372147 13.0571580153 3.31143138896 4.00662017214 0.134671415464 0.380361023748 0.914980383107 0.697 0.05 0.759785451163
4.17524093207 13.4407996444 4.00662017214 4.21123164248 0.725272001492 0.632974060799 0.270784715609 0.647 0.05 0.755624149167
4.75904452688 13.6050980516 4.21123164248 3.81639408919 0.826336139361 -0.199648889005 -0.526601277918 0.597 0.05 0.749784647025
5.35711719832 13.4167184799 3.81639408919 4.2235006668 0.777640160576 -0.306250523902 0.549077769781 0.547 0.05 0.741437005856
5.85791115436 13.3596269947 4.2235006668 4.80671469193 0.581876145069 0.154543648348 0.798458773234 0.497 0.05 0.730424719072
6.41195138285 13.4706486002 4.80671469193 4.62283281042 0.954326689768 0.152511359462 -0.256906314502 0.447 0.05 0.715754619993
6.88881983447 13.6518514436 4.62283281042 5.21191658181 0.388897957865 0.363857473135 0.846384143054 0.397 0.05 0.696000481839
