# segID nPts chi2avg chi2min chi2max
0 16 11.6199224091 1.12205749666 27.2088373574
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 7 7.87461676705 0.508551002712 38.1152831002
5 22 6.1638202332 0.589895200436 38.6396739378
