# segID nPts chi2avg chi2min chi2max
0 15 5.892523201 0.101414355259 28.6897423467
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 5 7.91178730525 0.99825975612 17.6805152369
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 2 32.6217488718 32.6217488718 32.6217488718
7 9 11.6730280281 0.465572478597 32.4499499595
8 13 5.81889255558 0.102882018359 32.3709951479
