# segID nPts chi2avg chi2min chi2max
0 21 4.47556399779 0.241534792008 17.1924702806
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 25 8.52467274695 0.0981559669845 32.8544467978
