# segID nPts chi2avg chi2min chi2max
0 14 4.62904056218 0.23969120244 17.3218076505
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 9 10.6458807651 2.59722386915 25.8165203133
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 1 -1.0 -1.0 -1.0
8 19 8.24954431215 0.214351682871 34.7428929146
