# segID nPts chi2avg chi2min chi2max
0 14 3.81373353757 0.43368491799 20.1101036449
1 2 32.7372033866 32.7372033866 32.7372033866
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 1 -1.0 -1.0 -1.0
8 26 3.89516917949 0.025930542587 14.7435083938
