# segID nPts chi2avg chi2min chi2max
0 27 3.35771287593 0.0223275725001 16.4468382606
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 9 6.42944811557 0.730183976067 28.1041664688
4 1 -1.0 -1.0 -1.0
5 9 1.90089407285 0.0215672414689 4.12854871226
