# segID nPts chi2avg chi2min chi2max
0 24 3.1830805968 0.223659500639 14.2582547812
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 2 12.9611370085 12.9611370085 12.9611370085
5 1 -1.0 -1.0 -1.0
6 18 5.42977226097 0.0416224259765 27.5811231884
