# segID nPts chi2avg chi2min chi2max
0 25 2.68859228599 0.0363286666747 17.4108146768
1 1 -1.0 -1.0 -1.0
2 5 26.0363986471 3.22602918871 36.1868364545
3 17 8.9608417399 0.291277479681 39.7603327861
