# segID nPts chi2avg chi2min chi2max
0 6 7.09134633308 0.560372513999 24.1570089956
1 35 6.03320837176 0.114880174278 21.1757922013
2 1 -1.0 -1.0 -1.0
3 6 5.15002225809 0.141438324248 9.90427918901
