# segID nPts chi2avg chi2min chi2max
0 23 5.89774380684 0.104133561156 17.7714653589
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 4 24.7450389266 8.9286563069 37.7612132819
6 17 8.26639259676 0.339312164689 33.6557146089
