# segID nPts chi2avg chi2min chi2max
0 13 3.85695556052 0.658238704504 16.5256855372
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 13 13.3708937779 1.03004777534 38.3459103568
8 1 -1.0 -1.0 -1.0
9 1 -1.0 -1.0 -1.0
10 14 6.66589809045 0.482118004017 25.0110886168
