# segID nPts chi2avg chi2min chi2max
0 17 3.55502762691 0.0258346967938 19.7907696434
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 13 13.6439571845 0.0659726977809 38.1288006202
4 1 -1.0 -1.0 -1.0
5 15 2.84711088601 0.340285178602 9.13740021333
