# segID nPts chi2avg chi2min chi2max
0 24 3.48064179418 0.00599323874493 11.2009799565
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 22 11.6046396937 0.0756406767079 36.4667762297
