# segID nPts chi2avg chi2min chi2max
0 9 14.7292623163 0.386619999593 29.2824292575
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 33 4.22805633862 0.0683699094562 14.7013309845
