# segID nPts chi2avg chi2min chi2max
0 8 6.8257510773 0.769595206165 20.5268426185
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 6 9.6716610746 0.332199517925 30.8423269272
4 11 4.83033071532 0.322784600695 14.3205611276
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 19 6.17969409962 0.216293618663 30.8599298348
