# segID nPts chi2avg chi2min chi2max
0 10 5.61636787683 0.403833283629 18.169446227
1 1 -1.0 -1.0 -1.0
2 13 12.9676680242 1.28807181347 32.880277881
3 24 7.13419188196 0.105233259261 37.6557222239
