# segID nPts chi2avg chi2min chi2max
0 12 7.5730902967 0.297602673294 32.978525237
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 33 6.32222970083 0.146391177398 31.0025607369
