# segID nPts chi2avg chi2min chi2max
0 18 7.77858636827 0.184937180872 27.9447333073
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 11 6.53520527963 0.0359700454796 25.7849958023
6 2 39.1819437991 39.1819437991 39.1819437991
7 3 22.2273174184 14.3709791201 30.0836557167
8 10 2.86245446069 0.125928526608 7.68247535668
