# segID nPts chi2avg chi2min chi2max
0 18 4.2726064021 0.0687129418084 26.0970289853
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 26 5.59981285899 0.0880927892984 22.728148445
