# segID nPts chi2avg chi2min chi2max
0 8 7.46759075379 0.906986091572 20.9087729225
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 1 -1.0 -1.0 -1.0
8 1 -1.0 -1.0 -1.0
9 1 -1.0 -1.0 -1.0
10 1 -1.0 -1.0 -1.0
11 1 -1.0 -1.0 -1.0
12 8 5.45042309816 0.794631975593 12.6453480884
13 21 8.16745020864 0.124885039108 28.8732752457
