# segID nPts chi2avg chi2min chi2max
0 11 4.13921489558 0.221602571372 22.8612001087
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 2 33.7670550713 33.7670550713 33.7670550713
6 1 -1.0 -1.0 -1.0
7 3 14.0970795333 13.4011963777 14.7929626888
8 1 -1.0 -1.0 -1.0
9 1 -1.0 -1.0 -1.0
10 1 -1.0 -1.0 -1.0
11 9 7.7170775043 0.661037168083 27.4395048301
12 15 3.10283659083 0.156319836161 9.5046991236
