# segID nPts chi2avg chi2min chi2max
0 6 13.1988240548 1.07784515198 30.0834161486
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 20 4.38978954572 0.0666544405058 23.2865951279
8 1 -1.0 -1.0 -1.0
9 1 -1.0 -1.0 -1.0
10 1 -1.0 -1.0 -1.0
11 13 7.10734519086 0.0791518398284 24.4437034854
