# segID nPts chi2avg chi2min chi2max
0 26 8.041828874 0.114330928456 31.7492649645
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 12 9.32299373623 0.102143267565 24.5422212597
5 7 2.36261924544 0.0804981093351 5.09996613986
