# segID nPts chi2avg chi2min chi2max
0 29 4.5997206947 0.0952718871835 32.3988434395
1 1 -1.0 -1.0 -1.0
2 2 28.3447885326 28.3447885326 28.3447885326
3 16 4.02604147702 0.643295396117 15.0565910083
