# segID nPts chi2avg chi2min chi2max
0 7 7.38649296629 0.67180894149 30.4019564747
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 10 9.5319248277 0.721575863225 36.007305329
8 1 -1.0 -1.0 -1.0
9 1 -1.0 -1.0 -1.0
10 1 -1.0 -1.0 -1.0
11 1 -1.0 -1.0 -1.0
12 1 -1.0 -1.0 -1.0
13 8 5.53057535915 0.132479354696 18.6262526536
14 1 -1.0 -1.0 -1.0
15 11 4.1968847566 0.0421974819137 20.4433188012
