# segID nPts chi2avg chi2min chi2max
0 14 3.17833405364 0.407387818134 9.85863858879
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 18 8.18647925421 0.257321605367 38.6989247016
4 1 -1.0 -1.0 -1.0
5 13 6.00214234853 0.0120646631815 19.6939687893
