# segID nPts chi2avg chi2min chi2max
0 14 5.77142413242 0.137191035616 27.840721343
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 1 -1.0 -1.0 -1.0
8 27 6.4072848179 0.0171886872328 26.2255347932
