# segID nPts chi2avg chi2min chi2max
0 7 10.9714527399 0.320194781088 29.6301662406
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 17 3.63046089358 0.109340870803 13.0211437603
6 20 8.5067638211 0.0851709142921 34.5537104054
