# segID nPts chi2avg chi2min chi2max
0 25 3.73625872101 0.0212893220483 31.8548926674
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 2 31.0548958574 31.0548958574 31.0548958574
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 17 3.88807006004 0.0353639572444 21.5185742786
