# segID nPts chi2avg chi2min chi2max
0 12 1.75703813802 0.0190766690421 7.85736133442
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 4 10.0907022206 4.23346004 15.2459342261
7 27 8.6350320676 0.0966872467731 33.0007948529
