# segID nPts chi2avg chi2min chi2max
0 7 9.20657138872 0.485196056919 38.0484217161
1 1 -1.0 -1.0 -1.0
2 1 -1.0 -1.0 -1.0
3 1 -1.0 -1.0 -1.0
4 1 -1.0 -1.0 -1.0
5 1 -1.0 -1.0 -1.0
6 1 -1.0 -1.0 -1.0
7 10 3.54245086431 0.0846103451482 10.0368166142
8 1 -1.0 -1.0 -1.0
9 1 -1.0 -1.0 -1.0
10 1 -1.0 -1.0 -1.0
11 6 9.39821096048 1.42670229638 26.4460960036
12 16 5.20926239401 0.38359365264 19.4190941457
